sku,claveProducto,qty,price,group_price:Lista 2,group_price:Lista 3,group_price:Lista 4,group_price:Lista 5,group_price:Lista 6,group_price:Lista 7,use_config_backorders,status
CTG-01019,300000002,215.00,5.38,5.81,0.00,0.00,0.00,0.00,0.00,1,1
SBS-ESC1,300000003,-17.00,1766.50,1909.50,0.00,0.00,0.00,0.00,0.00,1,1
ADB-01013-A,300000004,259.00,56.55,61.13,0.00,0.00,0.00,0.00,0.00,1,1
JGA-4040-E,300000005,35.00,1996.00,2115.80,0.00,0.00,0.00,0.00,0.00,1,1
D-PHC-4528,300000006,261.00,123.60,133.60,0.00,0.00,0.00,0.00,0.00,1,1
SBS-OVE3,300000007,-8.00,2384.70,2577.70,0.00,0.00,0.00,0.00,0.00,1,1
SBS-7000,300000008,0.00,2645.20,2859.40,0.00,0.00,0.00,0.00,0.00,1,1
CTG-M01013,300000009,26.00,45.20,48.90,0.00,0.00,0.00,0.00,0.00,1,1
20012588,300000010,1096.02,23.00,23.00,0.00,0.00,0.00,0.00,0.00,1,1
D-PHC-4523,300000011,33.00,90.72,98.07,0.00,0.00,0.00,0.00,0.00,1,1
SAR-15025,300000013,4.00,3813.82,4122.74,0.00,0.00,0.00,0.00,0.00,1,1
CTG-V01019C,300000015,24.00,51.24,55.44,0.00,0.00,0.00,0.00,0.00,1,1
F74G-4AN-QP3,300000016,1.00,2593.90,2803.90,0.00,0.00,0.00,0.00,0.00,1,1
SCW-1028-A,300000018,3.00,14524.20,15700.00,0.00,0.00,0.00,0.00,0.00,1,1
CTG-V01013,300000020,28.00,48.10,52.00,0.00,0.00,0.00,0.00,0.00,1,1
H-1580,300000021,4.00,436.50,462.70,0.00,0.00,0.00,0.00,0.00,1,1
SAR-15012,300000022,3.00,3592.55,3883.59,0.00,0.00,0.00,0.00,0.00,1,1
00850,300000023,310.00,8.06,8.70,0.00,0.00,0.00,0.00,0.00,1,1
CTG-M01025,300000024,53.00,62.00,67.00,0.00,0.00,0.00,0.00,0.00,1,1
D-PHC-4548,300000025,322.00,123.58,133.50,0.00,0.00,0.00,0.00,0.00,1,1
AM19573,300000026,-4.00,1564.20,1690.90,0.00,0.00,0.00,0.00,0.00,1,1
CTG-M01019,300000027,30.00,48.80,52.80,0.00,0.00,0.00,0.00,0.00,1,1
15W40,300000028,17.00,86.90,93.90,0.00,0.00,0.00,0.00,0.00,1,1
MDO-F,300000029,109.40,150.00,150.00,0.00,0.00,0.00,0.00,0.00,1,1
451-220-N,300000030,10.00,173.10,187.10,0.00,0.00,0.00,0.00,0.00,1,1
227-006-N,300000031,0.00,84.00,90.80,0.00,0.00,0.00,0.00,0.00,1,1
D-VA-542,300000032,101.00,380.60,411.40,0.00,0.00,0.00,0.00,0.00,1,1
98079-56846,300000033,3.00,44.80,48.40,0.00,0.00,0.00,0.00,0.00,1,1
17210-ZE1-MX,300000034,1.00,142.80,153.50,0.00,0.00,0.00,0.00,0.00,1,1
THIN,300000035,-5.00,31.90,34.50,0.00,0.00,0.00,0.00,0.00,1,1
QM-1458-EXT,300000036,10.00,114.20,123.50,0.00,0.00,0.00,0.00,0.00,1,1
1210-ROS16,300000038,1200.00,18.70,18.70,0.00,0.00,0.00,0.00,0.00,1,1
23106,300000039,12.00,5677.20,5791.40,0.00,0.00,0.00,0.00,0.00,1,1
00569CQA-2,300000040,34.00,246.80,251.80,0.00,0.00,0.00,0.00,0.00,1,1
04361,300000041,765.00,308.60,314.80,0.00,0.00,0.00,0.00,0.00,1,1
00599,300000042,9.00,246.80,251.80,0.00,0.00,0.00,0.00,0.00,1,1
662-311,300000043,9.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
540-060,300000044,144.00,55.80,55.80,0.00,0.00,0.00,0.00,0.00,1,1
00577,300000045,33.00,211.60,215.80,0.00,0.00,0.00,0.00,0.00,1,1
00579,300000046,43.00,229.20,233.80,0.00,0.00,0.00,0.00,0.00,1,1
24003,300000047,29.00,11548.40,11780.60,0.00,0.00,0.00,0.00,0.00,1,1
B2615960,300000048,3.00,2560.15,2611.50,0.00,0.00,0.00,0.00,0.00,1,1
28081,300000049,13.00,3120.85,3183.50,0.00,0.00,0.00,0.00,0.00,1,1
662-111,300000050,1.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
01353,300000051,7.00,1093.10,1115.10,0.00,0.00,0.00,0.00,0.00,1,1
930-006,300000052,10.00,666.40,666.40,0.00,0.00,0.00,0.00,0.00,1,1
662-411,300000054,3.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
697-419,300000055,37.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
662-113,300000056,28.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
03578,300000057,20.00,5042.50,5143.90,0.00,0.00,0.00,0.00,0.00,1,1
00551,300000058,32.00,546.60,557.60,0.00,0.00,0.00,0.00,0.00,1,1
581-060,300000059,54.00,73.97,73.97,0.00,0.00,0.00,0.00,0.00,1,1
04367,300000061,1283.00,257.40,262.60,0.00,0.00,0.00,0.00,0.00,1,1
690-375-50,300000062,6.00,3568.80,3568.80,0.00,0.00,0.00,0.00,0.00,1,1
451-085,300000063,4.00,727.00,727.00,0.00,0.00,0.00,0.00,0.00,1,1
314-480,300000064,66.00,187.50,187.50,0.00,0.00,0.00,0.00,0.00,1,1
700-258,300000065,17.00,1963.10,1963.10,0.00,0.00,0.00,0.00,0.00,1,1
316-533,300000066,2.00,1031.50,1031.50,0.00,0.00,0.00,0.00,0.00,1,1
930-050,300000067,2.00,820.50,820.50,0.00,0.00,0.00,0.00,0.00,1,1
20012700,300000068,1746.15,26.00,26.00,0.00,0.00,0.00,0.00,0.00,1,1
065-01401-50,300000070,8.00,319.20,345.00,0.00,0.00,0.00,0.00,0.00,1,1
JGA-510-704-E,300000071,20.00,6184.22,6539.14,0.00,0.00,0.00,0.00,0.00,1,1
20022951,300000072,1116.40,88.00,88.00,0.00,0.00,0.00,0.00,0.00,1,1
JGA-4040-FX,300000073,0.00,1996.00,2115.80,0.00,0.00,0.00,0.00,0.00,1,1
JGA-510-704-EX,300000074,-2.00,3018.00,3199.20,0.00,0.00,0.00,0.00,0.00,1,1
QM-1462-EXT,300000075,50.00,67.20,72.60,0.00,0.00,0.00,0.00,0.00,1,1
JGA-4040-FF,300000076,2.00,1996.00,2115.80,0.00,0.00,0.00,0.00,0.00,1,1
KK-4987-2,300000077,10.00,706.54,747.09,0.00,0.00,0.00,0.00,0.00,1,1
P-2,300000078,18.00,201.60,217.90,0.00,0.00,0.00,0.00,0.00,1,1
P-5,300000079,6.00,67.20,72.60,0.00,0.00,0.00,0.00,0.00,1,1
451-018,300000081,2.00,125.10,125.10,0.00,0.00,0.00,0.00,0.00,1,1
314-483,300000082,45.00,87.60,87.60,0.00,0.00,0.00,0.00,0.00,1,1
05045,300000083,37.00,149.80,149.80,0.00,0.00,0.00,0.00,0.00,1,1
697-629,300000084,15.00,806.10,806.10,0.00,0.00,0.00,0.00,0.00,1,1
0551681,300000085,1.00,3630.70,3630.70,0.00,0.00,0.00,0.00,0.00,1,1
0538007,300000086,92.00,3834.10,3834.10,0.00,0.00,0.00,0.00,0.00,1,1
GA80K,300000088,125.00,35.30,35.30,0.00,0.00,0.00,0.00,0.00,1,1
S-118905,300000089,26.00,8.00,8.60,0.00,0.00,0.00,0.00,0.00,1,1
805-000B,300000090,23.00,27147.50,27147.50,0.00,0.00,0.00,0.00,0.00,1,1
TIA-5050-1,300000091,23.00,318.50,337.60,0.00,0.00,0.00,0.00,0.00,1,1
SBS-OVE2,300000092,2.00,2688.10,2905.70,0.00,0.00,0.00,0.00,0.00,1,1
WSR1,300000093,42.00,155.40,156.80,0.00,0.00,0.00,0.00,0.00,1,1
08417,300000094,16.00,4.50,4.90,0.00,0.00,0.00,0.00,0.00,1,1
OLLASB-10GAL,300000095,6.00,3733.90,3733.90,0.00,0.00,0.00,0.00,0.00,1,1
15013,300000096,10.00,1012.00,1032.40,0.00,0.00,0.00,0.00,0.00,1,1
20012605,300000097,489.70,37.10,37.10,0.00,0.00,0.00,0.00,0.00,1,1
SAR-15019,300000098,2.00,3479.80,3761.60,0.00,0.00,0.00,0.00,0.00,1,1
SCWB-2452-AF,300000099,0.00,30595.70,33072.50,0.00,0.00,0.00,0.00,0.00,1,1
CTG-H01013,300000100,14.00,43.30,46.90,0.00,0.00,0.00,0.00,0.00,1,1
697-627,300000101,3.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
JGA-4040-EX,300000104,3.00,1996.00,2115.80,0.00,0.00,0.00,0.00,0.00,1,1
F17-B00-M3DA,300000106,0.00,6135.70,6632.40,0.00,0.00,0.00,0.00,0.00,1,1
GA-333,300000107,0.00,330.00,349.80,0.00,0.00,0.00,0.00,0.00,1,1
COMMIL7000A,300000108,6.00,1966.56,1966.56,0.00,0.00,0.00,0.00,0.00,1,1
D-PHC-4543,300000109,25.00,90.70,98.10,0.00,0.00,0.00,0.00,0.00,1,1
QM-5093-1,300000110,0.00,18594.60,19710.80,0.00,0.00,0.00,0.00,0.00,1,1
SAR-15032,300000111,23.00,3937.90,4256.90,0.00,0.00,0.00,0.00,0.00,1,1
CTG-V01025,300000112,39.00,57.90,62.60,0.00,0.00,0.00,0.00,0.00,1,1
QM-5499-1,300000113,0.00,13126.11,13914.10,0.00,0.00,0.00,0.00,0.00,1,1
ADB-01025,300000114,125.00,295.50,319.40,0.00,0.00,0.00,0.00,0.00,1,1
JGA-510-704-FX,300000116,31.00,6184.22,6539.14,0.00,0.00,0.00,0.00,0.00,1,1
20025966,300000117,341.28,93.00,93.00,0.00,0.00,0.00,0.00,0.00,1,1
COMTX100CH,300000118,2.00,33383.40,33383.40,0.00,0.00,0.00,0.00,0.00,1,1
AS2030,300000120,0.00,3.80,5.10,0.00,0.00,0.00,0.00,0.00,1,1
JGS-72-K10,300000122,8.00,419.20,444.30,0.00,0.00,0.00,0.00,0.00,1,1
JGA-4040-DEX,300000123,21.00,1996.00,2115.80,0.00,0.00,0.00,0.00,0.00,1,1
JGS-449-1,300000124,2.00,1094.60,1160.30,0.00,0.00,0.00,0.00,0.00,1,1
28082,300000125,33.00,3297.00,3363.30,0.00,0.00,0.00,0.00,0.00,1,1
R-SBC-N38,300000126,1.00,147.70,147.70,0.00,0.00,0.00,0.00,0.00,1,1
D-VA-540,300000127,110.00,380.60,411.40,0.00,0.00,0.00,0.00,0.00,1,1
VBR-32,300000128,0.00,311.20,336.40,0.00,0.00,0.00,0.00,0.00,1,1
802343,300000130,5.00,5440.50,5767.10,0.00,0.00,0.00,0.00,0.00,1,1
CTG-H01019,300000131,41.00,45.80,49.50,0.00,0.00,0.00,0.00,0.00,1,1
K17-294-05,300000132,10.00,53.20,58.40,0.00,0.00,0.00,0.00,0.00,1,1
28079,300000133,0.00,2591.89,2643.90,0.00,0.00,0.00,0.00,0.00,1,1
20025966-R,300000135,-82.16,68.50,68.50,0.00,0.00,0.00,0.00,0.00,1,1
NR-SPRAY1,300000137,103.30,259.20,280.20,0.00,0.00,0.00,0.00,0.00,1,1
SLG-520-GP,300000138,-3.00,1142.10,1210.70,0.00,0.00,0.00,0.00,0.00,1,1
SLG-18,300000139,1.00,290.30,307.70,0.00,0.00,0.00,0.00,0.00,1,1
MGQ-500,300000140,364.00,302.70,302.70,0.00,0.00,0.00,0.00,0.00,1,1
MBD-19,300000141,15.00,14.00,14.80,0.00,0.00,0.00,0.00,0.00,1,1
F17-A00-M3DA,300000142,2.00,6135.70,6632.40,0.00,0.00,0.00,0.00,0.00,1,1
0532812,300000143,2.00,5387.40,5387.40,0.00,0.00,0.00,0.00,0.00,1,1
ACEMW-PB,300000147,7.00,130.30,140.90,0.00,0.00,0.00,0.00,0.00,1,1
VBR-19,300000153,24.00,172.10,186.10,0.00,0.00,0.00,0.00,0.00,1,1
JGS-16-L,300000154,30.00,32.80,34.80,0.00,0.00,0.00,0.00,0.00,1,1
34411-122,300000155,1.00,1139.30,1207.70,0.00,0.00,0.00,0.00,0.00,1,1
HAR-507,300000158,10.00,1795.79,1898.86,0.00,0.00,0.00,0.00,0.00,1,1
MP-2,300000159,9.00,73.90,79.90,0.00,0.00,0.00,0.00,0.00,1,1
20022951-R,300000160,-1133.00,64.90,64.90,0.00,0.00,0.00,0.00,0.00,1,1
MP-5,300000162,9.00,22.50,24.30,0.00,0.00,0.00,0.00,0.00,1,1
ADB-01019-A,300000164,29.00,144.84,156.57,0.00,0.00,0.00,0.00,0.00,1,1
28080,300000165,23.00,2768.10,2823.70,0.00,0.00,0.00,0.00,0.00,1,1
JGA-402-DEX,300000166,49.00,516.07,545.69,0.00,0.00,0.00,0.00,0.00,1,1
LLM-2515,300000167,3.00,772.80,835.40,0.00,0.00,0.00,0.00,0.00,1,1
28214,300000169,1.00,92020.20,98885.60,0.00,0.00,0.00,0.00,0.00,1,1
SLG-SGM,300000170,3.00,1031.00,1092.90,0.00,0.00,0.00,0.00,0.00,1,1
NNR-3206,300000171,3.00,35.90,38.80,0.00,0.00,0.00,0.00,0.00,1,1
BRR-3201,300000172,18.00,48.40,52.30,0.00,0.00,0.00,0.00,0.00,1,1
COMHM30VB,300000173,2.00,13553.30,13553.30,0.00,0.00,0.00,0.00,0.00,1,1
SS-1111,300000174,2.00,63.80,67.60,0.00,0.00,0.00,0.00,0.00,1,1
NNR-1305,300000176,45.00,13.90,15.00,0.00,0.00,0.00,0.00,0.00,1,1
511007-4,300000179,0.00,233.86,252.80,0.00,0.00,0.00,0.00,0.00,1,1
D-TIA-5050,300000180,35.00,264.00,285.40,0.00,0.00,0.00,0.00,0.00,1,1
12710,300000182,10.00,526.84,537.40,0.00,0.00,0.00,0.00,0.00,1,1
12711,300000183,0.00,526.84,537.40,0.00,0.00,0.00,0.00,0.00,1,1
GA40K,300000185,2425.00,35.30,35.30,0.00,0.00,0.00,0.00,0.00,1,1
CTG-H01025,300000186,14.00,55.40,59.90,0.00,0.00,0.00,0.00,0.00,1,1
BRR-3832,300000187,1.00,47.00,50.80,0.00,0.00,0.00,0.00,0.00,1,1
BOQ-SB10-K4,300000188,1.00,147.70,147.70,0.00,0.00,0.00,0.00,0.00,1,1
CTG-E01032,300000189,38.00,11.40,12.30,0.00,0.00,0.00,0.00,0.00,1,1
CTG-V01032,300000190,8.00,216.80,234.30,0.00,0.00,0.00,0.00,0.00,1,1
SUA-15051,300000191,3.00,4751.60,5136.50,0.00,0.00,0.00,0.00,0.00,1,1
0532911,300000194,10.00,1436.80,1436.80,0.00,0.00,0.00,0.00,0.00,1,1
NC-32,300000195,17.00,15.00,16.20,0.00,0.00,0.00,0.00,0.00,1,1
20025826,300000196,330.10,174.70,174.70,0.00,0.00,0.00,0.00,0.00,1,1
ADB-01032,300000197,0.00,267.80,289.50,0.00,0.00,0.00,0.00,0.00,1,1
0532254A,300000198,7.00,2065.30,2065.30,0.00,0.00,0.00,0.00,0.00,1,1
0290021,300000199,2.00,132659.40,132659.40,0.00,0.00,0.00,0.00,0.00,1,1
0290013,300000200,2.00,122822.30,122822.30,0.00,0.00,0.00,0.00,0.00,1,1
20012615,300000201,487.68,80.85,80.85,0.00,0.00,0.00,0.00,0.00,1,1
5110011-4,300000202,3.00,233.90,252.80,0.00,0.00,0.00,0.00,0.00,1,1
PERVID2050,300000203,75.00,17.50,17.50,0.00,0.00,0.00,0.00,0.00,1,1
01791,300000207,563.00,308.60,314.80,0.00,0.00,0.00,0.00,0.00,1,1
31750-Z2E-803,300000208,1.00,3528.10,3813.70,0.00,0.00,0.00,0.00,0.00,1,1
CTG-H01038,300000209,3.00,177.80,192.20,0.00,0.00,0.00,0.00,0.00,1,1
0290053,300000211,4.00,231253.40,231253.40,0.00,0.00,0.00,0.00,0.00,1,1
D-PHC-4527,300000212,19.00,101.20,109.40,0.00,0.00,0.00,0.00,0.00,1,1
20012610,300000213,63.02,60.90,60.90,0.00,0.00,0.00,0.00,0.00,1,1
0558077,300000219,3.00,78460.40,78460.40,0.00,0.00,0.00,0.00,0.00,1,1
662-619,300000220,0.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
JGA-610-EX,300000221,0.00,3520.50,3731.80,0.00,0.00,0.00,0.00,0.00,1,1
VBR-13,300000222,33.00,115.30,124.60,0.00,0.00,0.00,0.00,0.00,1,1
20012700-R,300000226,-1143.00,19.10,19.10,0.00,0.00,0.00,0.00,0.00,1,1
F17-800-M3DA,300000227,3.00,4657.50,5034.57,0.00,0.00,0.00,0.00,0.00,1,1
CNR-3290,300000230,28.00,36.90,39.90,0.00,0.00,0.00,0.00,0.00,1,1
TENR-32,300000231,10.00,112.80,122.00,0.00,0.00,0.00,0.00,0.00,1,1
SBS-MICA2,300000232,15.00,66.90,72.40,0.00,0.00,0.00,0.00,0.00,1,1
JGA-510-704FF,300000235,6.00,3018.00,3199.20,0.00,0.00,0.00,0.00,0.00,1,1
620040,300000241,1.00,637.00,637.00,0.00,0.00,0.00,0.00,0.00,1,1
645660,300000242,2.00,1853.80,1853.80,0.00,0.00,0.00,0.00,0.00,1,1
424-269,300000243,0.00,416.70,416.70,0.00,0.00,0.00,0.00,0.00,1,1
X50-51200-20,300000244,2.00,655.20,708.30,0.00,0.00,0.00,0.00,0.00,1,1
877690,300000246,1.00,600.60,600.60,0.00,0.00,0.00,0.00,0.00,1,1
645500,300000247,1.00,509.60,509.60,0.00,0.00,0.00,0.00,0.00,1,1
04410,300000248,9.00,3300.50,3366.90,0.00,0.00,0.00,0.00,0.00,1,1
BAL-3,300000249,8.00,94.00,94.00,0.00,0.00,0.00,0.00,0.00,1,1
02011,300000250,1.00,2567.10,2618.70,0.00,0.00,0.00,0.00,0.00,1,1
306807,300000251,10.00,1492.80,1492.80,0.00,0.00,0.00,0.00,0.00,1,1
01967,300000253,3.00,5973.40,6093.50,0.00,0.00,0.00,0.00,0.00,1,1
665-1904,300000254,1.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
550-275,300000256,8.00,3018.50,3018.50,0.00,0.00,0.00,0.00,0.00,1,1
11934,300000257,12.00,3385.20,3453.20,0.00,0.00,0.00,0.00,0.00,1,1
558078,300000258,-1.00,90848.90,90848.90,0.00,0.00,0.00,0.00,0.00,1,1
SBC86X55X139,300000259,1.00,8873.90,8873.90,0.00,0.00,0.00,0.00,0.00,1,1
0290054,300000261,4.00,249006.60,249006.60,0.00,0.00,0.00,0.00,0.00,1,1
424-836,300000262,1.00,25337.20,25337.20,0.00,0.00,0.00,0.00,0.00,1,1
08853,300000263,1.00,543.00,554.00,0.00,0.00,0.00,0.00,0.00,1,1
662-225,300000264,15.00,528.40,528.40,0.00,0.00,0.00,0.00,0.00,1,1
S-331021V,300000265,14.00,220.60,220.60,0.00,0.00,0.00,0.00,0.00,1,1
762-137,300000266,2.00,783.90,783.90,0.00,0.00,0.00,0.00,0.00,1,1
143-822,300000267,3.00,5763.10,5763.10,0.00,0.00,0.00,0.00,0.00,1,1
03547,300000268,60.00,832.20,848.90,0.00,0.00,0.00,0.00,0.00,1,1
235-050,300000269,7.00,1257.10,1257.10,0.00,0.00,0.00,0.00,0.00,1,1
142-003,300000270,1.00,376.10,376.10,0.00,0.00,0.00,0.00,0.00,1,1
704-560,300000271,9.00,3125.60,3125.60,0.00,0.00,0.00,0.00,0.00,1,1
704-703,300000273,8.00,893.59,893.40,0.00,0.00,0.00,0.00,0.00,1,1
550-100,300000274,1.00,6641.00,6641.00,0.00,0.00,0.00,0.00,0.00,1,1
236-030,300000275,0.00,173.80,173.80,0.00,0.00,0.00,0.00,0.00,1,1
730-067,300000276,25.00,111.90,111.90,0.00,0.00,0.00,0.00,0.00,1,1
S-331120V,300000277,6.00,58.50,58.50,0.00,0.00,0.00,0.00,0.00,1,1
144-050,300000278,9.00,3214.00,3214.00,0.00,0.00,0.00,0.00,0.00,1,1
236-012,300000280,1.00,552.90,552.90,0.00,0.00,0.00,0.00,0.00,1,1
560-038,300000281,0.00,55.20,55.20,0.00,0.00,0.00,0.00,0.00,1,1
700-421,300000282,1.00,465.90,465.90,0.00,0.00,0.00,0.00,0.00,1,1
103-627,300000283,4.00,579.10,579.10,0.00,0.00,0.00,0.00,0.00,1,1
142-004,300000284,3.00,504.20,504.20,0.00,0.00,0.00,0.00,0.00,1,1
697-621,300000285,4.00,698.70,698.70,0.00,0.00,0.00,0.00,0.00,1,1
430-361,300000286,18.00,647.50,647.50,0.00,0.00,0.00,0.00,0.00,1,1
800-450,300000287,6.00,1853.80,1853.80,0.00,0.00,0.00,0.00,0.00,1,1
